case_no,cluster_file,opinion_file,date,judges,citation_id,reporter_number,is_clean
120875,TRUE,TRUE,5/28/2002,,105228,535 U.S. 1101,FALSE
128654,TRUE,TRUE,4/7/2003,,113007,538 U.S. 958,FALSE
128652,TRUE,TRUE,4/7/2003,,113005,538 U.S. 958,FALSE
128653,TRUE,TRUE,4/7/2003,,113006,538 U.S. 958,FALSE
128650,TRUE,TRUE,4/7/2003,,113003,538 U.S. 958,FALSE
128651,TRUE,TRUE,4/7/2003,,113004,538 U.S. 958,FALSE
138637,TRUE,TRUE,10/4/2004,,122990,543 U.S. 869,FALSE
122434,TRUE,TRUE,10/7/2002,,106787,537 U.S. 816,FALSE
122435,TRUE,TRUE,10/7/2002,,106788,537 U.S. 816,FALSE
122436,TRUE,TRUE,10/7/2002,,106789,537 U.S. 816,FALSE
134197,TRUE,TRUE,12/1/2003,,118550,540 U.S. 1051,FALSE
122430,TRUE,TRUE,10/7/2002,,106783,537 U.S. 816,FALSE
122431,TRUE,TRUE,10/7/2002,,106784,537 U.S. 816,FALSE
1235907,TRUE,TRUE,6/29/1970,Per Curiam,1208678,399 U.S. 519,FALSE
122433,TRUE,TRUE,10/7/2002,,106786,537 U.S. 816,FALSE
138631,TRUE,TRUE,10/4/2004,,122984,543 U.S. 868,FALSE
142082,TRUE,TRUE,1/24/2005,,126434,543 U.S. 1131,FALSE
122438,TRUE,TRUE,10/7/2002,,106791,537 U.S. 817,FALSE
122439,TRUE,TRUE,10/7/2002,,106792,537 U.S. 817,FALSE
138630,TRUE,TRUE,10/4/2004,,122983,543 U.S. 868,FALSE
134192,TRUE,TRUE,12/1/2003,,118545,540 U.S. 1051,FALSE
110199,TRUE,TRUE,3/17/1980,,94558,444 U.S. 1035,FALSE
114438,TRUE,TRUE,10/12/1993,,98797,510 U.S. 921,FALSE
93106,TRUE,TRUE,5/25/1891,Fuller,77486,140 U.S. 445,FALSE
129017,TRUE,TRUE,4/21/2003,,113370,538 U.S. 987,FALSE
129016,TRUE,TRUE,4/21/2003,,113369,538 U.S. 987,FALSE
129015,TRUE,TRUE,4/21/2003,,113368,538 U.S. 987,FALSE
118766,TRUE,TRUE,3/18/2002,,103119,535 U.S. 933,FALSE
129013,TRUE,TRUE,4/21/2003,,113366,538 U.S. 987,FALSE
129012,TRUE,TRUE,4/21/2003,,113365,538 U.S. 986,FALSE
129011,TRUE,TRUE,4/21/2003,,113364,538 U.S. 986,FALSE
129010,TRUE,TRUE,4/21/2003,,113363,538 U.S. 986,FALSE
129019,TRUE,TRUE,4/21/2003,,113372,538 U.S. 987,FALSE
129018,TRUE,TRUE,4/21/2003,,113371,538 U.S. 987,FALSE
102453,TRUE,TRUE,4/29/1935,Roberts,86836,295 U.S. 237,FALSE
93102,TRUE,TRUE,5/11/1891,Field After Stating the Case,77482,140 U.S. 417,FALSE
1087799,TRUE,TRUE,3/27/1961,Per Curiam,1060570,365 U.S. 609,FALSE
1087798,TRUE,TRUE,2/20/1961,Per Curiam,1060569,365 U.S. 300,FALSE
1087796,TRUE,TRUE,1/19/1959,Per Curiam,1060567,358 U.S. 306,FALSE
2620924,TRUE,TRUE,6/12/1967,Per Curiam,2593696,388 U.S. 442,FALSE
111094,TRUE,TRUE,1/23/1984,Powell,95453,465 U.S. 89,FALSE
111095,TRUE,TRUE,1/23/1984,O'Connor,95454,465 U.S. 168,FALSE
111096,TRUE,TRUE,1/25/1984,Per Curiam,95455,465 U.S. 200,FALSE
111090,TRUE,TRUE,1/3/1984,,95449,464 U.S. 1306,FALSE
111091,TRUE,TRUE,1/23/1984,Burger,95450,465 U.S. 1,FALSE
111092,TRUE,TRUE,1/23/1984,White,95451,465 U.S. 37,FALSE
111093,TRUE,TRUE,1/23/1984,Blackmun,95452,465 U.S. 75,FALSE
94981,TRUE,TRUE,1/23/1899,Fuller After Stating the Case,79362,172 U.S. 576,FALSE
94983,TRUE,TRUE,1/30/1899,Peckham,79364,172 U.S. 602,FALSE
94982,TRUE,TRUE,1/23/1899,McKenna After Stating the Case,79363,172 U.S. 589,FALSE
111098,TRUE,TRUE,2/21/1984,Stevens,95457,465 U.S. 236,FALSE
111099,TRUE,TRUE,2/21/1984,O'Connor,95458,465 U.S. 259,FALSE
94987,TRUE,TRUE,2/20/1899,Gray After Stating the Case as Above,79368,173 U.S. 1,FALSE
94986,TRUE,TRUE,1/30/1899,Brown After Stating the Case,79367,172 U.S. 636,FALSE
123744,TRUE,TRUE,10/7/2002,,108097,537 U.S. 916,FALSE
123746,TRUE,TRUE,10/7/2002,,108099,537 U.S. 916,FALSE
95050,TRUE,TRUE,4/17/1899,Brewer,79431,174 U.S. 96,FALSE
95051,TRUE,TRUE,4/24/1899,McKenna After Making the Above Statement,79432,174 U.S. 125,FALSE
95053,TRUE,TRUE,5/1/1899,,79434,174 U.S. 153,FALSE
104248,TRUE,TRUE,3/25/1946,Reed,88631,327 U.S. 372,FALSE
123749,TRUE,TRUE,10/7/2002,,108102,537 U.S. 916,FALSE
123748,TRUE,TRUE,10/7/2002,,108101,537 U.S. 916,FALSE
94203,TRUE,TRUE,5/20/1895,White,78584,158 U.S. 212,FALSE
108513,TRUE,TRUE,3/27/1972,,92872,405 U.S. 1006,FALSE
133087,TRUE,TRUE,10/14/2003,,117440,540 U.S. 949,FALSE
108511,TRUE,TRUE,4/24/1972,,92870,405 U.S. 979,FALSE
1490228,TRUE,TRUE,6/30/2006,,1462999,548 U.S. 924,FALSE
108510,TRUE,TRUE,3/6/1972,,92869,405 U.S. 968,FALSE
106832,TRUE,TRUE,6/1/1964,Harlan,91215,377 U.S. 288,FALSE
106525,TRUE,TRUE,2/18/1963,Clark,90908,372 U.S. 10,FALSE
2760668,TRUE,TRUE,12/15/2014,,2733440,,FALSE
91773,TRUE,TRUE,12/13/1886,Miller,76153,119 U.S. 445,FALSE
135472,TRUE,TRUE,4/5/2004,,119825,541 U.S. 974,FALSE
91772,TRUE,TRUE,12/6/1886,Miller,76152,119 U.S. 436,FALSE
91775,TRUE,TRUE,12/13/1886,Waite After Stating the Case,76155,119 U.S. 454,FALSE
108944,TRUE,TRUE,11/5/1973,,93303,414 U.S. 1013,FALSE
133085,TRUE,TRUE,10/14/2003,,117438,540 U.S. 949,FALSE
1331172,TRUE,TRUE,4/28/2008,,1303943,128 S. Ct. 2089,FALSE
2760669,TRUE,TRUE,12/15/2014,,2733441,,FALSE
106835,TRUE,TRUE,6/1/1964,Stewart,91218,377 U.S. 341,FALSE
133084,TRUE,TRUE,10/14/2003,,117437,540 U.S. 949,FALSE
125500,TRUE,TRUE,12/2/2002,,109853,537 U.S. 1057,FALSE
122754,TRUE,TRUE,10/7/2002,,107107,537 U.S. 841,FALSE
125503,TRUE,TRUE,12/2/2002,,109856,537 U.S. 1057,FALSE
117931,TRUE,TRUE,5/15/1995,Stevens,102290,514 U.S. 695,FALSE
117930,TRUE,TRUE,5/15/1995,Rehnquist,102289,514 U.S. 673,FALSE
117933,TRUE,TRUE,5/15/1995,Breyer,102292,514 U.S. 749,FALSE
117932,TRUE,TRUE,5/15/1995,Ginsburg,102291,514 U.S. 725,FALSE
117935,TRUE,TRUE,5/22/1995,Stevens,102294,514 U.S. 779,FALSE
117934,TRUE,TRUE,5/15/1995,Per Curiam,102293,514 U.S. 765,FALSE
117937,TRUE,TRUE,5/22/1995,Breyer,102296,514 U.S. 938,FALSE
117936,TRUE,TRUE,5/22/1995,Thomas,102295,514 U.S. 927,FALSE
117938,TRUE,TRUE,6/19/2000,Ginsburg,102297,530 U.S. 392,FALSE
115154,TRUE,TRUE,11/15/1993,,99513,510 U.S. 977,FALSE
92913,TRUE,TRUE,1/5/1891,Fuller,77293,137 U.S. 577,FALSE
115157,TRUE,TRUE,11/15/1993,,99516,510 U.S. 978,FALSE
92919,TRUE,TRUE,1/5/1891,Fuller,77299,137 U.S. 632,FALSE
115156,TRUE,TRUE,11/15/1993,,99515,510 U.S. 978,FALSE
115159,TRUE,TRUE,11/15/1993,,99518,510 U.S. 978,FALSE
110059,TRUE,TRUE,4/18/1979,White,94418,441 U.S. 153,FALSE
115158,TRUE,TRUE,11/15/1993,,99517,510 U.S. 978,FALSE
110057,TRUE,TRUE,4/17/1979,Rehnquist,94416,441 U.S. 130,FALSE
110056,TRUE,TRUE,4/17/1979,Powell,94415,441 U.S. 91,FALSE
110055,TRUE,TRUE,4/17/1979,Powell,94414,441 U.S. 68,FALSE
110054,TRUE,TRUE,4/17/1979,Marshall,94413,441 U.S. 39,FALSE
110053,TRUE,TRUE,4/17/1979,White,94412,441 U.S. 1,FALSE
144726,TRUE,TRUE,5/16/2005,,129077,544 U.S. 1041,FALSE
110051,TRUE,TRUE,4/6/1979,,94410,440 U.S. 1301,FALSE
118608,TRUE,TRUE,3/4/2002,,102961,535 U.S. 909,FALSE
118609,TRUE,TRUE,3/4/2002,,102962,535 U.S. 909,FALSE
104328,TRUE,TRUE,11/25/1946,Douglas,88711,329 U.S. 69,FALSE
104329,TRUE,TRUE,11/25/1946,Murphy,88712,329 U.S. 90,FALSE
104324,TRUE,TRUE,12/16/1946,Douglas,88707,329 U.S. 14,FALSE
118603,TRUE,TRUE,3/4/2002,,102956,535 U.S. 909,FALSE
104326,TRUE,TRUE,11/25/1946,,88709,329 U.S. 40,FALSE
104320,TRUE,TRUE,6/10/1946,Rutledge,88703,328 U.S. 707,FALSE
104321,TRUE,TRUE,6/10/1946,Rutledge,88704,328 U.S. 750,FALSE
93061,TRUE,TRUE,4/27/1891,Field,77441,140 U.S. 52,FALSE
118605,TRUE,TRUE,3/4/2002,,102958,535 U.S. 909,FALSE
127114,TRUE,TRUE,2/24/2003,,111467,537 U.S. 1188,FALSE
127115,TRUE,TRUE,2/24/2003,,111468,537 U.S. 1188,FALSE
127116,TRUE,TRUE,2/24/2003,,111469,537 U.S. 1188,FALSE
127117,TRUE,TRUE,2/24/2003,,111470,537 U.S. 1188,FALSE
127110,TRUE,TRUE,2/24/2003,,111463,537 U.S. 1188,FALSE
127111,TRUE,TRUE,2/24/2003,,111464,537 U.S. 1188,FALSE
127112,TRUE,TRUE,2/24/2003,,111465,537 U.S. 1188,FALSE
127113,TRUE,TRUE,2/24/2003,,111466,537 U.S. 1188,FALSE
127118,TRUE,TRUE,2/24/2003,,111471,537 U.S. 1188,FALSE
127119,TRUE,TRUE,2/24/2003,,111472,537 U.S. 1188,FALSE
120465,TRUE,TRUE,5/13/2002,,104818,535 U.S. 1069,FALSE
120464,TRUE,TRUE,5/13/2002,,104817,535 U.S. 1069,FALSE
120467,TRUE,TRUE,5/13/2002,,104820,535 U.S. 1069,FALSE
120466,TRUE,TRUE,5/13/2002,,104819,535 U.S. 1069,FALSE
120461,TRUE,TRUE,5/13/2002,,104814,535 U.S. 1068,FALSE
120460,TRUE,TRUE,5/13/2002,,104813,535 U.S. 1068,FALSE
120463,TRUE,TRUE,5/13/2002,,104816,535 U.S. 1069,FALSE
120462,TRUE,TRUE,5/13/2002,,104815,535 U.S. 1069,FALSE
111353,TRUE,TRUE,2/20/1985,Burger,95712,470 U.S. 1,FALSE
120469,TRUE,TRUE,5/13/2002,,104822,535 U.S. 1069,FALSE
120468,TRUE,TRUE,5/13/2002,,104821,535 U.S. 1069,FALSE
127588,TRUE,TRUE,2/24/2003,,111941,537 U.S. 1223,FALSE
1991512,TRUE,TRUE,12/12/2005,,1964283,126 S. Ct. 828,FALSE
1991517,TRUE,TRUE,11/28/2005,,1964288,126 S. Ct. 746,FALSE
140601,TRUE,TRUE,12/6/2004,,124954,543 U.S. 1021,FALSE
118635,TRUE,TRUE,3/4/2002,,102988,535 U.S. 922,FALSE
98323,TRUE,TRUE,1/5/1915,Day,82706,235 U.S. 549,FALSE
98327,TRUE,TRUE,1/5/1915,Lamar,82710,235 U.S. 584,FALSE
98326,TRUE,TRUE,1/5/1915,Lamar,82709,235 U.S. 579,FALSE
98329,TRUE,TRUE,1/5/1915,Pitney,82712,235 U.S. 601,FALSE
114549,TRUE,TRUE,10/12/1993,,98908,510 U.S. 928,FALSE
117209,TRUE,TRUE,2/22/1994,,101568,510 U.S. 1160,FALSE
117207,TRUE,TRUE,2/22/1994,,101566,510 U.S. 1160,FALSE
117206,TRUE,TRUE,2/22/1994,,101565,510 U.S. 1159,FALSE
117205,TRUE,TRUE,2/22/1994,,101564,510 U.S. 1159,FALSE
117204,TRUE,TRUE,2/22/1994,,101563,510 U.S. 1159,FALSE
117203,TRUE,TRUE,2/22/1994,,101562,510 U.S. 1159,FALSE
117202,TRUE,TRUE,2/22/1994,,101561,510 U.S. 1159,FALSE
127585,TRUE,TRUE,2/24/2003,,111938,537 U.S. 1222,FALSE
117200,TRUE,TRUE,2/22/1994,,101559,510 U.S. 1159,FALSE
111201,TRUE,TRUE,8/2/1984,Marshall,95560,467 U.S. 354,FALSE
105059,TRUE,TRUE,12/22/1952,Jackson,89442,344 U.S. 237,FALSE
105058,TRUE,TRUE,12/22/1952,Jackson,89441,344 U.S. 228,FALSE
97364,TRUE,TRUE,2/20/1911,Harlan,81747,219 U.S. 486,FALSE
97365,TRUE,TRUE,2/20/1911,McKenna After Stating the Facts as Above,81748,219 U.S. 498,FALSE
105056,TRUE,TRUE,12/22/1952,Vinson,89439,344 U.S. 206,FALSE
105050,TRUE,TRUE,12/8/1952,Black,89433,344 U.S. 167,FALSE
97362,TRUE,TRUE,2/20/1911,Harlan,81745,219 U.S. 453,FALSE
105052,TRUE,TRUE,12/8/1952,Douglas,89435,344 U.S. 174,FALSE
107567,TRUE,TRUE,12/18/1967,Per Curiam,91926,389 U.S. 404,FALSE
107566,TRUE,TRUE,1/29/1968,Marshall,91925,389 U.S. 384,FALSE
113586,TRUE,TRUE,10/4/1993,,97945,510 U.S. 855,FALSE
113587,TRUE,TRUE,10/4/1993,,97946,510 U.S. 855,FALSE
113580,TRUE,TRUE,10/4/1993,,97939,510 U.S. 855,FALSE
107562,TRUE,TRUE,12/11/1967,Per Curiam,91921,389 U.S. 329,FALSE
107561,TRUE,TRUE,12/11/1967,Per Curiam,91920,389 U.S. 327,FALSE
113583,TRUE,TRUE,10/4/1993,,97942,510 U.S. 855,FALSE
102582,TRUE,TRUE,1/13/1936,Per Curiam,86965,297 U.S. 101,FALSE
102583,TRUE,TRUE,1/13/1936,McReynolds,86966,297 U.S. 106,FALSE
102580,TRUE,TRUE,1/6/1936,Roberts,86963,297 U.S. 1,FALSE
102581,TRUE,TRUE,1/6/1936,Cardozo,86964,297 U.S. 88,FALSE
113588,TRUE,TRUE,10/4/1993,,97947,510 U.S. 855,FALSE
113589,TRUE,TRUE,10/4/1993,,97948,510 U.S. 855,FALSE
102584,TRUE,TRUE,1/13/1936,Roberts,86967,297 U.S. 110,FALSE
1520696,TRUE,TRUE,10/14/1963,Per Curiam,1493467,375 U.S. 27,FALSE
122283,TRUE,TRUE,10/7/2002,,106636,537 U.S. 803,FALSE
116723,TRUE,TRUE,2/22/1994,,101082,510 U.S. 1108,FALSE
92345,TRUE,TRUE,11/19/1888,,76725,128 U.S. 426,FALSE
122282,TRUE,TRUE,10/7/2002,,106635,537 U.S. 803,FALSE
105587,TRUE,TRUE,12/9/1957,Burton,89970,355 U.S. 131,FALSE
105586,TRUE,TRUE,12/9/1957,Frankfurter,89969,355 U.S. 115,FALSE
105585,TRUE,TRUE,1/13/1958,Warren,89968,355 U.S. 107,FALSE
105584,TRUE,TRUE,12/9/1957,Warren,89967,355 U.S. 96,FALSE
105583,TRUE,TRUE,12/9/1957,Warren,89966,355 U.S. 83,FALSE
105581,TRUE,TRUE,11/25/1957,Per Curiam,89964,355 U.S. 80,FALSE
105580,TRUE,TRUE,11/25/1957,Clark,89963,355 U.S. 66,FALSE
111229,TRUE,TRUE,5/31/1984,,95588,467 U.S. 1220,FALSE
105589,TRUE,TRUE,12/9/1957,Brennan,89972,355 U.S. 155,FALSE
105588,TRUE,TRUE,12/9/1957,Clark,89971,355 U.S. 141,FALSE
1881504,TRUE,TRUE,10/9/1961,Per Curiam,1854275,368 U.S. 3,FALSE
116722,TRUE,TRUE,2/22/1994,,101081,510 U.S. 1108,FALSE
107691,TRUE,TRUE,5/20/1968,Marshall,92050,391 U.S. 253,FALSE
107690,TRUE,TRUE,5/20/1968,Fortas,92049,391 U.S. 244,FALSE
107693,TRUE,TRUE,5/20/1968,Per Curiam,92052,391 U.S. 341,FALSE
107692,TRUE,TRUE,5/20/1968,Marshall,92051,391 U.S. 308,FALSE
107694,TRUE,TRUE,5/20/1968,Per Curiam,92053,391 U.S. 346,FALSE
107697,TRUE,TRUE,5/27/1968,,92056,391 U.S. 363,FALSE
107696,TRUE,TRUE,5/20/1968,,92055,391 U.S. 353,FALSE
107699,TRUE,TRUE,5/27/1968,,92058,391 U.S. 365,FALSE
111202,TRUE,TRUE,6/5/1984,Blackmun,95561,467 U.S. 380,FALSE
107043,TRUE,TRUE,4/29/1965,Goldberg,91402,380 U.S. 693,FALSE
136846,TRUE,TRUE,6/7/2004,,121199,541 U.S. 1084,FALSE
125460,TRUE,TRUE,12/2/2002,,109813,537 U.S. 1054,FALSE
98811,TRUE,TRUE,12/4/1916,Brandeis,83194,242 U.S. 160,FALSE
112188,TRUE,TRUE,1/9/1989,,96547,488 U.S. 1020,FALSE
98817,TRUE,TRUE,12/11/1916,White,83200,242 U.S. 199,FALSE
98816,TRUE,TRUE,12/11/1916,White,83199,242 U.S. 195,FALSE
91129,TRUE,TRUE,4/21/1884,,75509,111 U.S. 449,FALSE
112183,TRUE,TRUE,10/3/1988,,96542,488 U.S. 878,FALSE
112182,TRUE,TRUE,10/3/1988,,96541,488 U.S. 877,FALSE
112181,TRUE,TRUE,11/28/1988,,96540,488 U.S. 876,FALSE
98818,TRUE,TRUE,12/11/1916,McKenna,83201,242 U.S. 202,FALSE
112187,TRUE,TRUE,11/7/1988,,96546,488 U.S. 946,FALSE
112186,TRUE,TRUE,11/7/1988,,96545,488 U.S. 936,FALSE
112185,TRUE,TRUE,10/17/1988,,96544,488 U.S. 913,FALSE
112184,TRUE,TRUE,10/11/1988,,96543,488 U.S. 902,FALSE
137638,TRUE,TRUE,8/2/2004,,121991,542 U.S. 958,FALSE
137639,TRUE,TRUE,8/2/2004,,121992,542 U.S. 958,FALSE
1862318,TRUE,TRUE,4/16/2007,,1835089,127 S. Ct. 2036,FALSE
124712,TRUE,TRUE,10/21/2002,,109065,537 U.S. 989,FALSE
137630,TRUE,TRUE,8/2/2004,,121983,542 U.S. 958,FALSE
137631,TRUE,TRUE,8/2/2004,,121984,542 U.S. 958,FALSE
1862314,TRUE,TRUE,2/20/2007,,1835085,549 U.S. 1214,FALSE
137633,TRUE,TRUE,8/2/2004,,121986,542 U.S. 958,FALSE
137634,TRUE,TRUE,8/5/2004,,121987,542 U.S. 958,FALSE
137635,TRUE,TRUE,8/2/2004,,121988,542 U.S. 958,FALSE
137636,TRUE,TRUE,8/2/2004,,121989,542 U.S. 958,FALSE
137637,TRUE,TRUE,8/2/2004,,121990,542 U.S. 958,FALSE
108768,TRUE,TRUE,4/24/1973,Rehnquist,93127,411 U.S. 423,FALSE
108760,TRUE,TRUE,12/7/1973,Burger,93119,411 U.S. 223,FALSE
108761,TRUE,TRUE,4/17/1973,Rehnquist,93120,411 U.S. 233,FALSE
108762,TRUE,TRUE,4/17/1973,Rehnquist,93121,411 U.S. 258,FALSE
108763,TRUE,TRUE,4/18/1973,Douglas,93122,411 U.S. 279,FALSE
108765,TRUE,TRUE,4/18/1973,Brennan,93124,411 U.S. 345,FALSE
108766,TRUE,TRUE,4/24/1973,Burger,93125,411 U.S. 356,FALSE
124716,TRUE,TRUE,10/21/2002,,109069,537 U.S. 990,FALSE
111388,TRUE,TRUE,4/22/1985,,95747,470 U.S. 1009,FALSE
91123,TRUE,TRUE,4/21/1884,Woods,75503,111 U.S. 389,FALSE
111207,TRUE,TRUE,8/2/1984,Rehnquist,95566,467 U.S. 493,FALSE
129254,TRUE,TRUE,4/28/2003,,113607,538 U.S. 1004,FALSE
124714,TRUE,TRUE,10/21/2002,,109067,537 U.S. 990,FALSE
91125,TRUE,TRUE,4/21/1884,Bradley,75505,111 U.S. 400,FALSE
102054,TRUE,TRUE,3/13/1933,Stone,86437,288 U.S. 476,FALSE
102055,TRUE,TRUE,3/13/1933,Roberts,86438,288 U.S. 485,FALSE
102056,TRUE,TRUE,3/13/1933,Roberts,86439,288 U.S. 490,FALSE
102057,TRUE,TRUE,3/13/1933,,86440,288 U.S. 502,FALSE
102050,TRUE,TRUE,3/13/1933,Butler,86433,288 U.S. 448,FALSE
102051,TRUE,TRUE,3/13/1933,Stone,86434,288 U.S. 459,FALSE
102052,TRUE,TRUE,3/13/1933,Stone,86435,288 U.S. 467,FALSE
106082,TRUE,TRUE,6/20/1960,Warren,90465,363 U.S. 536,FALSE
102058,TRUE,TRUE,3/13/1933,Roberts,86441,288 U.S. 508,FALSE
97818,TRUE,TRUE,3/10/1913,Pitney,82201,227 U.S. 625,FALSE
119277,TRUE,TRUE,4/1/2002,,103630,535 U.S. 971,FALSE
129252,TRUE,TRUE,4/28/2003,,113605,538 U.S. 1003,FALSE
3171725,TRUE,TRUE,1/25/2016,,3144502,,FALSE
120218,TRUE,TRUE,4/29/2002,,104571,535 U.S. 1043,FALSE
132378,TRUE,TRUE,10/6/2003,,116731,540 U.S. 894,FALSE
132379,TRUE,TRUE,10/6/2003,,116732,540 U.S. 894,FALSE
132376,TRUE,TRUE,10/6/2003,,116729,540 U.S. 894,FALSE
132377,TRUE,TRUE,10/6/2003,,116730,540 U.S. 894,FALSE
132374,TRUE,TRUE,10/6/2003,,116727,540 U.S. 894,FALSE
132375,TRUE,TRUE,10/6/2003,,116728,540 U.S. 894,FALSE
132372,TRUE,TRUE,10/6/2003,,116725,540 U.S. 893,FALSE
132373,TRUE,TRUE,10/6/2003,,116726,540 U.S. 894,FALSE
89454,TRUE,TRUE,3/13/1877,Strong,59875,94 U.S. 207,FALSE
106778,TRUE,TRUE,3/23/1964,White,91161,376 U.S. 492,FALSE
106775,TRUE,TRUE,3/23/1964,Harlan,91158,376 U.S. 398,FALSE
91034,TRUE,TRUE,2/4/1884,Blatchford,75414,110 U.S. 305,FALSE
91031,TRUE,TRUE,1/28/1884,Miller,75411,110 U.S. 296,FALSE
99455,TRUE,TRUE,11/10/1919,Day,83838,250 U.S. 577,FALSE
96164,TRUE,TRUE,12/12/1904,Peckham After Making the Foregoing Statement of Facts,80547,195 U.S. 524,FALSE
144855,TRUE,TRUE,5/23/2005,,129206,544 U.S. 1051,FALSE
126405,TRUE,TRUE,1/13/2003,,110758,537 U.S. 1127,FALSE
110478,TRUE,TRUE,5/18/1981,Rehnquist,94837,451 U.S. 527,FALSE
130369,TRUE,TRUE,6/9/2003,,114722,539 U.S. 917,FALSE
126406,TRUE,TRUE,1/13/2003,,110759,537 U.S. 1127,FALSE
99453,TRUE,TRUE,11/10/1919,Holmes,83836,250 U.S. 566,FALSE
109499,TRUE,TRUE,6/24/1976,Rehnquist,93858,426 U.S. 833,FALSE
109498,TRUE,TRUE,6/24/1976,Powell,93857,426 U.S. 794,FALSE
102970,TRUE,TRUE,2/28/1938,Butler,87353,303 U.S. 239,FALSE
109491,TRUE,TRUE,6/17/1976,Powell,93850,426 U.S. 610,FALSE
109490,TRUE,TRUE,6/17/1976,Blackmun,93849,426 U.S. 572,FALSE
109493,TRUE,TRUE,6/17/1976,Per Curiam,93852,426 U.S. 660,FALSE
1211690,TRUE,TRUE,5/30/2006,,1184461,547 U.S. 1171,FALSE
109495,TRUE,TRUE,10/4/1976,Brennan,93854,426 U.S. 696,FALSE
109494,TRUE,TRUE,6/21/1976,Burger,93853,426 U.S. 668,FALSE
109497,TRUE,TRUE,10/4/1976,Marshall,93856,426 U.S. 776,FALSE
109496,TRUE,TRUE,6/21/1976,,93855,426 U.S. 736,FALSE
132310,TRUE,TRUE,10/6/2003,,116663,540 U.S. 889,FALSE
110471,TRUE,TRUE,4/29/1981,Per Curiam,94830,451 U.S. 400,FALSE
113683,TRUE,TRUE,10/4/1993,,98042,510 U.S. 862,FALSE
130362,TRUE,TRUE,6/9/2003,,114715,539 U.S. 917,FALSE
102974,TRUE,TRUE,2/28/1938,Stone,87357,303 U.S. 272,FALSE
130361,TRUE,TRUE,6/9/2003,,114714,539 U.S. 917,FALSE
136272,TRUE,TRUE,5/17/2004,,120625,541 U.S. 1042,FALSE
136271,TRUE,TRUE,5/17/2004,,120624,541 U.S. 1042,FALSE
130360,TRUE,TRUE,6/9/2003,,114713,539 U.S. 917,FALSE
136277,TRUE,TRUE,5/17/2004,,120630,541 U.S. 1042,FALSE
136276,TRUE,TRUE,5/17/2004,,120629,541 U.S. 1042,FALSE
136275,TRUE,TRUE,5/17/2004,,120628,541 U.S. 1042,FALSE
136274,TRUE,TRUE,5/17/2004,,120627,541 U.S. 1042,FALSE
130367,TRUE,TRUE,6/9/2003,,114720,539 U.S. 917,FALSE
136279,TRUE,TRUE,5/17/2004,,120632,541 U.S. 1042,FALSE
136278,TRUE,TRUE,5/17/2004,,120631,541 U.S. 1042,FALSE
132311,TRUE,TRUE,10/6/2003,,116664,540 U.S. 889,FALSE
110474,TRUE,TRUE,5/18/1981,Burger,94833,451 U.S. 454,FALSE
109143,TRUE,TRUE,10/21/1974,,93502,419 U.S. 906,FALSE
109142,TRUE,TRUE,10/21/1974,,93501,419 U.S. 904,FALSE
109141,TRUE,TRUE,10/21/1974,,93500,419 U.S. 902,FALSE
116644,TRUE,TRUE,1/24/1994,,101003,510 U.S. 1098,FALSE
109146,TRUE,TRUE,10/21/1974,,93505,419 U.S. 917,FALSE
109145,TRUE,TRUE,10/21/1974,,93504,419 U.S. 913,FALSE
109144,TRUE,TRUE,10/21/1974,,93503,419 U.S. 907,FALSE
140737,TRUE,TRUE,12/6/2004,,125090,543 U.S. 1031,FALSE
109149,TRUE,TRUE,10/21/1974,,93508,419 U.S. 930,FALSE
109148,TRUE,TRUE,10/21/1974,,93507,419 U.S. 924,FALSE
117163,TRUE,TRUE,2/22/1994,,101522,510 U.S. 1139,FALSE
105879,TRUE,TRUE,5/4/1959,,90262,359 U.S. 354,FALSE
105878,TRUE,TRUE,5/4/1959,,90261,359 U.S. 344,FALSE
105875,TRUE,TRUE,4/27/1959,Per Curiam,90258,359 U.S. 341,FALSE
105874,TRUE,TRUE,4/27/1959,Brennan,90257,359 U.S. 326,FALSE
105873,TRUE,TRUE,4/27/1959,Warren,90256,359 U.S. 314,FALSE
105871,TRUE,TRUE,4/20/1959,Whittaker,90254,359 U.S. 297,FALSE
105870,TRUE,TRUE,4/20/1959,Harlan,90253,359 U.S. 290,FALSE
85339,TRUE,TRUE,3/14/1821,Livingston,52658,19 U.S. 520,FALSE
140479,TRUE,TRUE,11/29/2004,,124832,543 U.S. 1013,FALSE
144315,TRUE,TRUE,4/25/2005,,128667,544 U.S. 1009,FALSE
144314,TRUE,TRUE,4/25/2005,,128666,544 U.S. 1009,FALSE
144317,TRUE,TRUE,4/25/2005,,128669,544 U.S. 1009,FALSE
1250190,TRUE,TRUE,5/8/1961,Per Curiam,1222961,366 U.S. 212,FALSE
144311,TRUE,TRUE,4/25/2005,,128663,544 U.S. 1009,FALSE
144310,TRUE,TRUE,4/25/2005,,128662,544 U.S. 1009,FALSE
144313,TRUE,TRUE,4/25/2005,,128665,544 U.S. 1009,FALSE
144312,TRUE,TRUE,4/25/2005,,128664,544 U.S. 1009,FALSE
144319,TRUE,TRUE,4/25/2005,,128671,544 U.S. 1009,FALSE
144318,TRUE,TRUE,4/25/2005,,128670,544 U.S. 1009,FALSE
109542,TRUE,TRUE,7/6/1976,Stevens,93901,428 U.S. 579,FALSE
